location,start_date,end_date,year,month,visitation_count,frequency,source_file,source_sheet,source_row,source_col,target_processing,trail_name
Ashokan HP,2010-04-01,2010-04-30,2010,4,37,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,8,21,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2010-05-01,2010-05-31,2010,5,218,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,9,21,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2010-06-01,2010-06-30,2010,6,25,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,10,21,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2010-07-01,2010-07-31,2010,7,216,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,11,21,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2010-08-01,2010-08-31,2010,8,257,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,12,21,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2010-09-01,2010-09-30,2010,9,213,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,13,21,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2010-10-01,2010-10-31,2010,10,380,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,14,21,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2010-11-01,2010-11-30,2010,11,123,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,15,21,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2010-12-01,2010-12-31,2010,12,75,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,16,21,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2012-01-01,2012-01-31,2012,1,0,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,5,23,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2012-02-01,2012-02-29,2012,2,66,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,6,23,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2012-03-01,2012-03-31,2012,3,120,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,7,23,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2012-04-01,2012-04-30,2012,4,215,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,8,23,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2012-05-01,2012-05-31,2012,5,181,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,9,23,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2012-06-01,2012-06-30,2012,6,200,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,10,23,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2012-07-01,2012-07-31,2012,7,211,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,11,23,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2012-08-01,2012-08-31,2012,8,222,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,12,23,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2012-09-01,2012-09-30,2012,9,209,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,13,23,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2012-10-01,2012-10-31,2012,10,225,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,14,23,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2012-11-01,2012-11-30,2012,11,159,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,15,23,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2012-12-01,2012-12-31,2012,12,83,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,16,23,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2013-01-01,2013-01-31,2013,1,85,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,5,24,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2013-02-01,2013-02-28,2013,2,54,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,6,24,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2013-03-01,2013-03-31,2013,3,129,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,7,24,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2013-04-01,2013-04-30,2013,4,111,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,8,24,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2013-05-01,2013-05-31,2013,5,187,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,9,24,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2013-06-01,2013-06-30,2013,6,269,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,10,24,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2013-07-01,2013-07-31,2013,7,196,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,11,24,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2013-08-01,2013-08-31,2013,8,275,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,12,24,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2013-09-01,2013-09-30,2013,9,238,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,13,24,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2013-10-01,2013-10-31,2013,10,163,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,14,24,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2013-11-01,2013-11-30,2013,11,104,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,15,24,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2013-12-01,2013-12-31,2013,12,11,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,16,24,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2014-01-01,2014-01-31,2014,1,34,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,5,25,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2014-02-01,2014-02-28,2014,2,50,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,6,25,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2014-03-01,2014-03-31,2014,3,64,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,7,25,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2014-04-01,2014-04-30,2014,4,207,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,8,25,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2014-05-01,2014-05-31,2014,5,237,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,9,25,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2014-06-01,2014-06-30,2014,6,185,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,10,25,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2014-07-01,2014-07-31,2014,7,268,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,11,25,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2014-08-01,2014-08-31,2014,8,250,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,12,25,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2014-09-01,2014-09-30,2014,9,178,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,13,25,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2014-10-01,2014-10-31,2014,10,190,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,14,25,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2014-11-01,2014-11-30,2014,11,114,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,15,25,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2014-12-01,2014-12-31,2014,12,36,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,16,25,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2015-01-01,2015-01-31,2015,1,72,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,5,26,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2015-02-01,2015-02-28,2015,2,25,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,6,26,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2015-03-01,2015-03-31,2015,3,69,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,7,26,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2015-04-01,2015-04-30,2015,4,156,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,8,26,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2015-05-01,2015-05-31,2015,5,228,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,9,26,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2015-06-01,2015-06-30,2015,6,114,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,10,26,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2015-07-01,2015-07-31,2015,7,214,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,11,26,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2015-08-01,2015-08-31,2015,8,266,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,12,26,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2015-09-01,2015-09-30,2015,9,223,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,13,26,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2015-10-01,2015-10-31,2015,10,247,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,14,26,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2015-11-01,2015-11-30,2015,11,237,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,15,26,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2015-12-01,2015-12-31,2015,12,134,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,16,26,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2016-02-01,2016-02-29,2016,2,40,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,6,27,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2016-06-01,2016-06-30,2016,6,173,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,10,27,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2016-07-01,2016-07-31,2016,7,321,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,11,27,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2016-08-01,2016-08-31,2016,8,238,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,12,27,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2016-09-01,2016-09-30,2016,9,172,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,13,27,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2016-10-01,2016-10-31,2016,10,228,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,14,27,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2016-11-01,2016-11-30,2016,11,170,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,15,27,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2016-12-01,2016-12-31,2016,12,47,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,16,27,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2017-01-01,2017-01-31,2017,1,69,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,5,28,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2017-02-01,2017-02-28,2017,2,62,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,6,28,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2017-03-01,2017-03-31,2017,3,41,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,7,28,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2017-04-01,2017-04-30,2017,4,168,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,8,28,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2017-05-01,2017-05-31,2017,5,307,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,9,28,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2017-06-01,2017-06-30,2017,6,131,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,10,28,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2017-07-01,2017-07-31,2017,7,340,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,11,28,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2017-08-01,2017-08-31,2017,8,267,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,12,28,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2017-09-01,2017-09-30,2017,9,172,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,13,28,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2017-10-01,2017-10-31,2017,10,274,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,14,28,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2017-11-01,2017-11-30,2017,11,137,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,15,28,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2017-12-01,2017-12-31,2017,12,83,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,16,28,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2018-01-01,2018-01-31,2018,1,72,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,5,29,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2018-02-01,2018-02-28,2018,2,52,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,6,29,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2018-03-01,2018-03-31,2018,3,94,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,7,29,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2018-04-01,2018-04-30,2018,4,63,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,8,29,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2018-05-01,2018-05-31,2018,5,93,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,9,29,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2018-06-01,2018-06-30,2018,6,205,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,10,29,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2018-07-01,2018-07-31,2018,7,197,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,11,29,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2018-08-01,2018-08-31,2018,8,245,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,12,29,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2018-09-01,2018-09-30,2018,9,311,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,13,29,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2018-10-01,2018-10-31,2018,10,206,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,14,29,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2018-11-01,2018-11-30,2018,11,95,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,15,29,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2018-12-01,2018-12-31,2018,12,100,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,16,29,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2019-01-01,2019-01-31,2019,1,50,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,5,30,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2019-02-01,2019-02-28,2019,2,70,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,6,30,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2019-03-01,2019-03-31,2019,3,73,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,7,30,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2019-04-01,2019-04-30,2019,4,197,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,8,30,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2019-05-01,2019-05-31,2019,5,219,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,9,30,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2019-06-01,2019-06-30,2019,6,211,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,10,30,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2019-07-01,2019-07-31,2019,7,229,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,11,30,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2019-08-01,2019-08-31,2019,8,282,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,12,30,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2019-09-01,2019-09-30,2019,9,173,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,13,30,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2019-10-01,2019-10-31,2019,10,135,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,14,30,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2019-11-01,2019-11-30,2019,11,124,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,15,30,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2019-12-01,2019-12-31,2019,12,64,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,16,30,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2020-01-01,2020-01-31,2020,1,71,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,5,31,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2020-02-01,2020-02-29,2020,2,70,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,6,31,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2020-03-01,2020-03-31,2020,3,137,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,7,31,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2020-04-01,2020-04-30,2020,4,163,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,8,31,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2020-05-01,2020-05-31,2020,5,348,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,9,31,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2020-06-01,2020-06-30,2020,6,261,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,10,31,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2020-07-01,2020-07-31,2020,7,275,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,11,31,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2020-08-01,2020-08-31,2020,8,333,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,12,31,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2020-09-01,2020-09-30,2020,9,254,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,13,31,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2020-10-01,2020-10-31,2020,10,362,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,14,31,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2020-11-01,2020-11-30,2020,11,239,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,15,31,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2020-12-01,2020-12-31,2020,12,24,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,16,31,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2021-01-01,2021-01-31,2021,1,112,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,5,32,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2021-02-01,2021-02-28,2021,2,71,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,6,32,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2021-03-01,2021-03-31,2021,3,112,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,7,32,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2021-04-01,2021-04-30,2021,4,135,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,8,32,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2021-05-01,2021-05-31,2021,5,191,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,9,32,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2021-06-01,2021-06-30,2021,6,178,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,10,32,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2021-07-01,2021-07-31,2021,7,246,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,11,32,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2021-08-01,2021-08-31,2021,8,157,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,12,32,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2021-09-01,2021-09-30,2021,9,200,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,13,32,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2021-10-01,2021-10-31,2021,10,196,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,14,32,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2021-11-01,2021-11-30,2021,11,112,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,15,32,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2021-12-01,2021-12-31,2021,12,119,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,16,32,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2022-01-01,2022-01-31,2022,1,47,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,5,33,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2022-02-01,2022-02-28,2022,2,54,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,6,33,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2022-03-01,2022-03-31,2022,3,80,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,7,33,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2022-04-01,2022-04-30,2022,4,128,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,8,33,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2022-05-01,2022-05-31,2022,5,173,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,9,33,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2022-06-01,2022-06-30,2022,6,180,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,10,33,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2022-07-01,2022-07-31,2022,7,235,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,11,33,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2022-08-01,2022-08-31,2022,8,177,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,12,33,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2022-09-01,2022-09-30,2022,9,155,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,13,33,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2022-10-01,2022-10-31,2022,10,197,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,14,33,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2022-11-01,2022-11-30,2022,11,85,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,15,33,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2022-12-01,2022-12-31,2022,12,49,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,16,33,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2023-01-01,2023-01-31,2023,1,84,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,5,34,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2023-02-01,2023-02-28,2023,2,98,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,6,34,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2023-03-01,2023-03-31,2023,3,51,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,7,34,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2023-04-01,2023-04-30,2023,4,120,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,8,34,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2023-05-01,2023-05-31,2023,5,186,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,9,34,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2023-06-01,2023-06-30,2023,6,112,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,10,34,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2023-07-01,2023-07-31,2023,7,180,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,11,34,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2023-08-01,2023-08-31,2023,8,149,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,12,34,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2023-09-01,2023-09-30,2023,9,105,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,13,34,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2023-10-01,2023-10-31,2023,10,132,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,14,34,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2023-11-01,2023-11-30,2023,11,102,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,15,34,observed_monthly_from_register_tally,Ashokan High Point Trail
